time,latitude,longitude,Uwind,Vwind
UTC,degrees_north,degrees_east,meter second-1,meter second-1
2025-01-07T10:00:00Z,19.175,-154.51,-1.5831022,4.030623
2025-01-07T10:00:00Z,19.23,-156.31,-1.5543382,5.9130263
2025-01-07T10:00:00Z,19.23,-156.25,-1.5622641,6.0087967
2025-01-07T10:00:00Z,19.23,-156.19,-1.7711409,6.04495
2025-01-07T10:00:00Z,19.23,-156.13,-2.088411,6.114599
2025-01-07T10:00:00Z,19.23,-156.07,-2.3232734,6.179769
2025-01-07T10:00:00Z,19.23,-156.01,-2.2050781,5.735763
2025-01-07T10:00:00Z,19.23,-155.95,-1.4064968,3.3936133
2025-01-07T10:00:00Z,19.23,-155.89,-0.6946575,1.0729964
2025-01-07T10:00:00Z,19.23,-155.83,-1.2239047,0.9184837
2025-01-07T10:00:00Z,19.23,-155.77,-2.4787369,0.92964494
2025-01-07T10:00:00Z,19.23,-155.71,-2.2987676,-0.09648013
2025-01-07T10:00:00Z,19.23,-155.65,-0.59047854,-0.79498
2025-01-07T10:00:00Z,19.23,-155.59,0.71099854,-0.27436587
2025-01-07T10:00:00Z,19.23,-155.53,0.99582803,0.6081312
2025-01-07T10:00:00Z,19.23,-155.47,1.191793,0.5296016
2025-01-07T10:00:00Z,19.23,-155.41,1.2105479,0.3102446
2025-01-07T10:00:00Z,19.23,-155.35,1.0060036,0.64999336
2025-01-07T10:00:00Z,19.23,-155.29,0.87359035,0.8475498
2025-01-07T10:00:00Z,19.23,-155.23,0.97455156,0.73223305
2025-01-07T10:00:00Z,19.23,-155.17,1.2068393,0.76654834
2025-01-07T10:00:00Z,19.23,-155.11,1.4376594,1.0866463
2025-01-07T10:00:00Z,19.23,-155.05,1.4624002,1.5810518
2025-01-07T10:00:00Z,19.23,-154.99,1.1832458,2.1953735
2025-01-07T10:00:00Z,19.23,-154.93,0.7891347,2.8874495
2025-01-07T10:00:00Z,19.23,-154.87,0.42244494,3.4240258
2025-01-07T10:00:00Z,19.23,-154.81,0.13193999,3.6919389
2025-01-07T10:00:00Z,19.23,-154.75,-0.18194702,3.83012
2025-01-07T10:00:00Z,19.23,-154.69,-0.5124067,3.9617455
2025-01-07T10:00:00Z,19.23,-154.63,-0.8499598,4.0818243
2025-01-07T10:00:00Z,19.23,-154.57,-1.171445,4.1556745
2025-01-07T10:00:00Z,19.23,-154.51,-1.4550039,4.1923676
2025-01-07T10:00:00Z,19.285,-156.31,-1.1982905,6.177084
2025-01-07T10:00:00Z,19.285,-156.25,-1.2407857,6.2731876
2025-01-07T10:00:00Z,19.285,-156.19,-1.458314,6.377014
2025-01-07T10:00:00Z,19.285,-156.13,-1.7774929,6.538438
2025-01-07T10:00:00Z,19.285,-156.07,-2.0884314,6.469777
2025-01-07T10:00:00Z,19.285,-156.01,-2.0906258,5.372936
2025-01-07T10:00:00Z,19.285,-155.95,-1.3635612,3.004631
2025-01-07T10:00:00Z,19.285,-155.89,-0.41445154,1.2634244
2025-01-07T10:00:00Z,19.285,-155.83,-0.7084868,1.3647853
2025-01-07T10:00:00Z,19.285,-155.77,-2.3593078,1.6240902
2025-01-07T10:00:00Z,19.285,-155.71,-2.8778098,0.84826505
2025-01-07T10:00:00Z,19.285,-155.65,-1.1869097,-0.23775813
2025-01-07T10:00:00Z,19.285,-155.59,0.8050257,-0.3994159
2025-01-07T10:00:00Z,19.285,-155.53,1.4480698,0.5280703
2025-01-07T10:00:00Z,19.285,-155.47,1.279027,1.1952754
2025-01-07T10:00:00Z,19.285,-155.41,1.0873808,1.0359604
2025-01-07T10:00:00Z,19.285,-155.35,0.9814262,0.85536164
2025-01-07T10:00:00Z,19.285,-155.29,1.0602667,0.7502588
2025-01-07T10:00:00Z,19.285,-155.23,1.3597643,0.61410266
2025-01-07T10:00:00Z,19.285,-155.17,1.6720546,0.73211914
2025-01-07T10:00:00Z,19.285,-155.11,1.9015187,1.1183275
2025-01-07T10:00:00Z,19.285,-155.05,1.9556167,1.496042
2025-01-07T10:00:00Z,19.285,-154.99,1.8764008,2.0320344
2025-01-07T10:00:00Z,19.285,-154.93,1.4913995,2.758466
2025-01-07T10:00:00Z,19.285,-154.87,0.92096287,3.4504359
2025-01-07T10:00:00Z,19.285,-154.81,0.45534104,3.8749032
2025-01-07T10:00:00Z,19.285,-154.75,0.093527675,4.0312133
2025-01-07T10:00:00Z,19.285,-154.69,-0.27454543,4.126551
2025-01-07T10:00:00Z,19.285,-154.63,-0.6514641,4.2272744
2025-01-07T10:00:00Z,19.285,-154.57,-1.0005234,4.2998247
2025-01-07T10:00:00Z,19.285,-154.51,-1.3143128,4.341643
2025-01-07T10:00:00Z,19.34,-156.31,-0.8679464,6.308442
2025-01-07T10:00:00Z,19.34,-156.25,-0.90595955,6.397766
