Date, North (mm), East (mm), Vertical (mm)
2008-05-11,25.30,-21.85,-7.36
2008-05-12,23.79,-21.61,-6.55
2008-05-13,25.20,-22.30,-5.16
2008-05-14,24.36,-21.71,-12.95
2008-05-15,26.46,-19.02,-12.11
2008-05-16,25.87,-21.52,-14.41
2008-05-17,25.34,-22.76,-10.38
2008-05-18,23.70,-21.54,-9.93
2008-05-19,25.09,-22.20,-13.07
2008-05-20,24.33,-22.56,-6.88
2008-05-21,26.27,-24.73,-15.97
2008-05-22,23.93,-22.70,-7.14
2008-05-23,24.59,-22.27,-3.78
2008-05-24,25.39,-21.50,-5.58
2008-05-25,25.73,-21.73,-4.35
2008-05-26,24.04,-21.49,-5.42
2008-05-27,24.25,-21.19,-5.12
2008-05-28,24.88,-23.51,-3.69
2008-05-29,25.78,-22.31,-12.55
2008-05-30,24.54,-20.72,-10.48
2008-05-31,27.24,-20.89,-8.48
2008-06-01,25.68,-20.72,-8.92
2008-06-02,25.90,-22.27,-8.72
2008-06-03,25.85,-20.64,-9.13
2008-06-04,26.04,-25.47,0.74
2008-06-05,26.09,-23.41,0.12
2008-06-06,25.31,-21.30,-9.82
2008-06-07,26.64,-22.94,-1.53
2008-06-08,26.25,-21.91,-5.84
2008-06-09,25.35,-21.66,-2.98
2008-06-10,25.64,-22.57,-7.64
2008-06-11,25.09,-22.90,-3.40
2008-06-12,25.64,-21.48,-9.01
2008-06-13,26.93,-21.33,-6.92
2008-06-14,28.42,-21.50,-9.70
2008-06-15,26.76,-21.86,-10.95
2008-06-16,26.62,-21.71,-7.46
2008-06-17,26.38,-22.20,-12.65
2008-06-18,25.56,-22.69,-10.46
2008-06-19,27.78,-21.89,-18.92
2008-06-20,26.18,-22.19,-11.53
2008-06-21,25.93,-23.01,-8.44
2008-06-22,26.07,-23.01,-8.17
2008-06-23,26.99,-22.50,-4.78
2008-06-24,26.67,-22.40,-9.61
2008-06-25,27.05,-21.48,-7.51
2008-06-26,26.97,-21.88,0.86
2008-06-27,28.40,-22.90,-1.30
2008-06-28,27.75,-21.34,-9.38
2008-06-29,29.80,-23.08,-5.59
2008-06-30,26.40,-22.91,-8.36
2008-07-01,27.77,-22.64,-5.86
2008-07-02,27.89,-23.06,-5.47
2008-07-03,27.82,-22.89,-8.05
2008-07-04,28.25,-22.22,-3.34
2008-07-05,28.83,-22.02,-4.89
2008-07-06,26.72,-22.59,-1.70
2008-07-07,26.78,-22.85,1.31
2008-07-08,27.24,-23.56,-4.19
2008-07-09,27.34,-23.18,-1.78
2008-07-10,28.11,-22.97,-1.99
2008-07-11,29.51,-24.07,-7.75
2008-07-12,27.24,-23.95,-0.92
2008-07-13,27.50,-24.64,-3.50
2008-07-14,28.43,-22.29,-1.80
2008-07-15,26.88,-23.63,-11.31
2008-07-16,25.41,-24.82,-0.19
2008-07-17,27.91,-23.47,-3.82
2008-07-18,27.84,-22.53,-1.22
2008-07-19,28.38,-23.77,-3.09
2008-07-20,29.51,-22.73,-6.00
2008-07-21,27.50,-23.34,-5.13
2008-07-22,26.73,-22.92,-4.08
2008-07-23,27.73,-22.64,1.83
2008-07-24,26.63,-23.38,-3.72
2008-07-25,27.54,-24.94,-0.07
2008-07-26,27.00,-23.28,-2.20
2008-07-27,27.00,-24.11,-6.06
2008-07-28,28.51,-23.34,2.33
2008-07-29,27.73,-24.24,3.64
2008-07-30,28.68,-22.62,-1.54
2008-07-31,29.40,-24.28,2.54
2008-08-01,27.62,-23.65,-4.66
2008-08-02,28.59,-24.20,-1.04
2008-08-03,30.10,-23.69,-0.57
2008-08-04,29.03,-24.10,-7.40
2008-08-05,27.84,-23.27,-1.54
2008-08-06,28.19,-24.96,-1.34
2008-08-07,28.26,-24.41,2.13
2008-08-08,28.24,-25.42,2.87
2008-08-09,29.44,-24.74,-2.37
2008-08-10,30.47,-25.13,-5.05
2008-08-11,27.71,-23.99,-1.18
2008-08-12,29.19,-24.07,0.06
2008-08-13,28.72,-25.17,0.70
2008-08-14,28.15,-25.37,-1.74
2008-08-15,28.45,-24.07,-3.71
2008-08-16,29.76,-24.66,-1.44
2008-08-17,28.69,-25.12,0.16
2008-08-18,30.69,-24.13,-2.91
2008-08-19,30.23,-25.28,-1.21
2008-08-20,28.64,-25.42,1.13
2008-08-21,29.44,-25.16,-0.95
2008-08-22,31.15,-26.00,4.25
2008-08-23,28.55,-25.34,-2.10
2008-08-24,30.21,-25.31,-2.64
2008-08-25,30.33,-25.75,5.99
2008-08-26,30.95,-25.95,10.41
2008-08-27,28.88,-25.86,4.88
2008-08-28,30.50,-26.09,-3.06
2008-08-29,29.60,-26.11,-1.85
2008-08-30,28.54,-26.50,8.21
2008-08-31,30.60,-25.43,-2.29
2008-09-01,29.80,-27.48,-5.62
2008-09-02,29.82,-26.89,-2.59
2008-09-03,31.35,-25.57,-4.11
2008-09-04,30.76,-26.15,-0.69
2008-09-05,29.44,-25.96,-5.09
2008-09-06,30.93,-26.95,-3.67
2008-09-07,29.94,-25.56,-3.68
2008-09-08,29.67,-25.79,-6.06
2008-09-09,29.94,-25.31,-2.14
2008-09-10,29.80,-25.76,-0.91
2008-09-11,28.93,-27.13,-5.49
2008-09-12,30.10,-27.27,-2.87
2008-09-13,29.13,-26.74,-1.34
2008-09-14,29.74,-26.44,-4.96
2008-09-15,29.57,-25.13,-5.85
2008-09-16,29.69,-27.79,-6.16
2008-09-17,28.65,-25.27,-11.97
2008-09-18,29.11,-26.25,-5.81
2008-09-19,29.54,-26.36,-4.42
2008-09-20,30.59,-26.04,-0.88
2008-09-21,30.20,-26.33,-5.21
2008-09-22,29.90,-25.66,-2.61
2008-09-23,30.71,-26.74,-0.47
2008-09-24,30.09,-26.51,-1.43
2008-09-25,29.80,-27.19,-6.19
2008-09-26,31.01,-26.10,-4.03
2008-09-27,29.64,-27.49,-3.80
2008-09-28,30.81,-27.53,-3.82
2008-09-29,31.88,-25.98,-9.89
2008-09-30,29.88,-27.96,3.41
2008-10-01,30.11,-25.83,-4.96
2008-10-02,30.00,-26.61,-1.37
2008-10-03,31.03,-27.97,-1.77
2008-10-04,29.59,-28.41,-6.83
2008-10-05,28.38,-28.36,4.61
2008-10-06,29.92,-27.18,-4.94
2008-10-07,31.39,-27.51,-3.55
2008-10-08,30.26,-26.49,-5.10
2008-10-09,30.43,-27.92,-5.26
2008-10-10,28.43,-26.73,-11.16
2008-10-11,29.20,-28.59,-12.23
2008-10-12,30.04,-27.80,-7.91
2008-10-13,31.87,-26.53,-11.93
2008-10-14,31.82,-26.41,-6.06
2008-10-15,30.43,-26.51,-5.62
2008-10-16,31.32,-26.40,-6.22
2008-10-17,30.07,-27.75,-7.78
2008-10-18,32.88,-26.05,-10.51
2008-10-19,31.34,-28.26,-9.04
2008-10-20,30.40,-28.23,-3.01
2008-10-21,29.98,-26.86,-7.80
2008-10-22,30.22,-29.27,-6.48
2008-10-23,30.69,-27.64,-6.99
2008-10-24,31.20,-27.72,-8.08
2008-10-25,31.92,-26.57,-7.49
2008-10-26,31.03,-27.52,-8.23
2008-10-27,31.36,-26.78,-13.66
2008-10-28,30.52,-27.07,-16.98
2008-10-29,31.10,-27.89,-14.89
2008-10-30,33.27,-28.72,-13.02
2008-10-31,31.95,-28.66,-10.44
2008-11-01,29.95,-30.05,-7.72
2008-11-02,30.35,-29.75,-4.74
2008-11-03,32.29,-29.28,-11.16
2008-11-04,30.80,-28.87,-12.36
2008-11-05,31.48,-29.30,-7.31
2008-11-06,31.23,-26.79,-15.07
2008-11-07,33.72,-27.35,-14.24
2008-11-08,30.73,-29.13,-7.62
2008-11-09,30.98,-31.79,-11.75
2008-11-10,33.11,-28.91,-7.12
2008-11-11,33.21,-28.52,-9.72
2008-11-12,32.59,-28.51,-11.88
2008-11-13,32.23,-28.51,-8.69
2008-11-14,34.44,-29.10,-1.89
2008-11-15,37.08,-27.16,-4.41
2008-11-16,34.58,-28.17,-6.10
2008-11-17,31.23,-28.15,-8.88
2008-11-18,32.10,-29.85,-8.12
2008-11-19,32.14,-28.03,-12.73
2008-11-20,32.27,-27.43,-12.41
2008-11-21,31.58,-28.70,-12.70
2008-11-22,32.99,-28.55,-10.11
2008-11-23,32.39,-28.82,-11.78
2008-11-24,35.12,-31.92,-10.12
2008-11-25,38.90,-28.48,-3.43
2008-11-26,32.55,-29.08,-8.41
2008-11-27,30.45,-30.19,-12.85
2008-11-28,32.06,-30.28,-8.96
2008-11-29,30.34,-27.32,-9.33
2008-11-30,33.48,-27.43,-2.33
2008-12-01,33.24,-27.80,-9.80
2008-12-02,32.61,-30.00,-11.79
2008-12-03,32.44,-28.15,-10.57
2008-12-04,31.17,-28.41,-8.92
2008-12-05,33.43,-27.31,-5.32
2008-12-06,33.62,-29.11,-4.18
2008-12-07,33.25,-29.49,-11.08
2008-12-08,33.97,-29.81,-1.00
2008-12-09,35.32,-29.64,-6.51
2008-12-10,34.46,-27.78,-17.66
2008-12-11,33.30,-28.34,-7.39
2008-12-12,33.33,-29.04,-4.03
2008-12-13,33.04,-30.55,-7.05
2008-12-14,33.23,-29.66,-7.29
2008-12-15,32.12,-29.46,-14.44
2008-12-16,32.24,-29.89,-7.49
2008-12-17,33.28,-30.22,-9.98
2008-12-18,34.81,-28.14,-11.55
2008-12-19,33.58,-29.05,-13.16
2008-12-20,33.44,-29.78,-12.27
2008-12-21,32.91,-29.06,-9.46
2008-12-22,33.27,-28.56,-6.35
2008-12-23,33.95,-30.02,-19.77
2008-12-24,34.38,-29.15,-10.15
2008-12-25,32.91,-29.83,-3.50
2008-12-26,33.02,-29.84,-7.41
2008-12-27,33.62,-28.59,-13.08
2008-12-28,34.70,-29.22,-15.91
2008-12-29,33.60,-28.36,-13.83
2008-12-30,34.21,-28.96,-17.24
2008-12-31,33.59,-29.29,-16.04
2009-01-01,33.72,-29.00,-11.86
2009-01-02,32.93,-29.95,-8.31
2009-01-03,32.86,-29.55,-14.72
2009-01-04,33.71,-30.49,-12.80
2009-01-05,34.93,-30.28,-10.07
2009-01-06,34.89,-29.15,-8.73
2009-01-07,34.19,-29.31,-12.66
2009-01-08,34.94,-30.42,-12.49
2009-01-09,34.09,-29.49,-14.53
2009-01-10,34.84,-30.08,-16.64
2009-01-11,34.48,-28.71,-18.64
2009-01-12,36.36,-31.04,-13.64
2009-01-13,37.47,-28.61,-22.58
2009-01-14,35.33,-29.16,-19.76
2009-01-15,35.08,-29.80,-17.08
2009-01-16,36.88,-29.17,-18.42
2009-01-17,34.58,-30.35,-9.60
2009-01-18,34.07,-29.22,-9.24
2009-01-19,34.68,-30.81,-15.16
2009-01-20,34.10,-29.33,-15.29
2009-01-21,35.36,-30.03,-11.00
2009-01-22,33.76,-29.53,-14.43
2009-01-23,35.14,-30.63,-16.21
2009-01-24,33.88,-29.79,-19.65
2009-01-25,33.85,-32.43,-14.36
2009-01-26,32.84,-30.22,-11.63
2009-01-27,34.40,-29.37,-9.47
2009-01-28,34.03,-29.92,-12.93
2009-01-29,38.32,-28.61,-12.66
2009-01-30,36.04,-31.10,-10.05
2009-01-31,36.17,-28.28,-13.74
2009-02-01,33.09,-31.26,-10.80
2009-02-02,34.86,-30.72,-10.25
2009-02-03,34.69,-30.49,-7.09
2009-02-04,34.76,-29.84,-5.33
2009-02-05,36.05,-34.37,-3.04
2009-02-06,32.28,-33.81,-12.19
2009-02-07,33.78,-31.34,-14.99
2009-02-08,32.05,-32.55,-13.49
2009-02-09,34.55,-31.32,-5.53
2009-02-10,33.98,-30.37,-13.60
2009-02-11,35.67,-31.18,-14.37
2009-02-12,34.87,-32.03,-9.05
2009-02-13,34.62,-31.41,-8.94
2009-02-14,34.23,-31.62,-11.80
2009-02-15,34.86,-30.89,-11.78
2009-02-16,39.71,-34.47,13.85
2009-02-17,34.82,-31.81,-0.43
2009-02-18,35.43,-30.66,-8.33
2009-02-19,36.41,-32.00,-8.81
2009-02-20,35.71,-31.45,-15.14
2009-02-21,36.44,-31.43,-10.36
2009-02-22,35.83,-30.54,-14.61
2009-02-23,34.88,-33.31,-8.83
2009-02-24,36.02,-30.76,-18.07
2009-02-25,34.98,-32.22,-13.84
2009-02-26,34.51,-32.55,-12.45
2009-02-27,34.89,-31.67,-11.01
2009-02-28,36.22,-32.86,-10.63
2009-03-01,35.07,-32.16,-12.48
2009-03-02,36.43,-32.13,-11.49
2009-03-03,34.28,-32.87,-11.65
2009-03-04,34.58,-33.74,-5.76
2009-03-05,34.06,-32.95,-10.98
2009-03-06,35.43,-32.19,-8.67
2009-03-07,36.24,-30.57,-13.29
2009-03-08,35.92,-32.15,-5.90
2009-03-09,36.11,-32.53,-12.32
2009-03-10,36.01,-32.32,-6.09
2009-03-11,35.73,-32.04,-4.66
2009-03-12,34.84,-32.85,-11.49
2009-03-13,36.18,-31.37,-11.31
2009-03-14,36.30,-32.39,-9.28
2009-03-15,36.66,-32.85,-11.11
2009-03-16,35.91,-32.39,-11.16
2009-03-17,35.86,-32.09,-7.20
2009-03-18,36.58,-32.22,-15.93
2009-03-19,35.79,-32.75,-8.88
2009-03-20,36.17,-32.56,-6.15
2009-03-21,37.55,-32.89,-10.67
2009-03-22,35.46,-33.17,-11.24
2009-03-23,35.60,-32.42,-8.88
2009-03-24,37.02,-32.09,-10.47
2009-03-25,38.27,-33.36,-7.50
2009-03-26,37.60,-32.30,-5.35
2009-03-27,38.10,-32.51,-10.44
2009-03-28,37.30,-32.65,-5.12
2009-03-29,36.78,-34.85,-0.65
2009-03-30,37.65,-34.61,-3.47
2009-03-31,38.01,-33.07,-11.38
2009-04-01,38.17,-33.77,-5.85
2009-04-02,38.20,-34.02,-5.02
2009-04-03,36.56,-35.59,-4.18
2009-04-04,36.86,-33.40,-4.15
2009-04-05,37.63,-33.40,-10.00
2009-04-06,36.91,-32.93,-11.42
2009-04-07,38.74,-35.42,-6.38
2009-04-08,34.76,-34.47,-9.81
2009-04-09,37.97,-32.37,-6.23
2009-04-10,37.58,-33.11,-10.52
2009-04-11,34.21,-34.05,-6.25
2009-04-12,37.64,-33.60,-14.74
2009-04-13,37.33,-33.44,-12.46
2009-04-14,36.89,-34.33,-10.70
2009-04-15,35.89,-34.22,-14.77
2009-04-16,37.65,-35.08,-7.63
2009-04-17,37.80,-33.00,-11.42
2009-04-18,37.36,-33.00,-7.53
2009-04-19,39.28,-34.03,-6.63
2009-04-20,37.21,-33.28,-6.66
2009-04-21,38.21,-33.22,-8.84
2009-04-22,37.87,-33.61,-8.72
2009-04-23,36.57,-33.88,-2.70
2009-04-24,36.59,-33.72,-12.69
2009-04-25,36.47,-34.10,-9.47
2009-04-26,37.97,-34.82,-11.84
2009-04-27,37.75,-33.10,-4.46
2009-04-28,37.49,-33.35,-10.01
2009-04-29,37.22,-32.93,-6.18
2009-04-30,37.96,-33.21,-11.09
2009-05-01,38.14,-33.50,-13.53
2009-05-02,37.09,-34.45,-10.36
2009-05-03,40.11,-34.67,-16.66
2009-05-04,37.10,-34.58,-1.99
2009-05-05,38.50,-34.02,-11.51
2009-05-06,37.25,-31.18,-19.24
2009-05-07,37.87,-32.52,-17.21
2009-05-08,37.70,-33.28,-7.34
2009-05-09,38.00,-33.15,-7.49
2009-05-10,37.97,-32.26,-3.27
2009-05-11,38.11,-33.75,-12.63
2009-05-12,36.85,-33.13,-10.01
2009-05-13,38.22,-34.67,-2.29
2009-05-14,39.26,-33.89,-7.74
2009-05-15,38.62,-33.27,-7.84
2009-05-16,37.52,-32.68,-13.16
2009-05-17,39.04,-33.54,-18.19
2009-05-18,38.65,-34.58,-16.08
2009-05-19,39.51,-34.29,-11.50
2009-05-20,39.11,-33.53,-4.83
2009-05-21,38.99,-33.99,-8.69
2009-05-22,38.47,-33.69,-8.79
2009-05-23,37.82,-33.83,-13.78
2009-05-24,38.19,-34.06,-13.24
2009-05-25,39.69,-35.14,-5.39
2009-05-26,37.71,-34.07,-3.96
2009-05-27,37.54,-32.29,-6.93
2009-05-28,39.34,-33.16,-0.44
2009-05-29,39.47,-33.09,-2.04
2009-05-30,38.65,-34.13,-4.98
2009-05-31,40.59,-34.53,-12.05
2009-06-01,37.50,-35.11,-1.44
2009-06-02,38.90,-36.04,-9.99
2009-06-03,36.40,-35.00,-8.60
2009-06-04,37.73,-32.82,-1.99
2009-06-05,41.44,-33.79,-8.80
2009-06-06,38.11,-35.33,-4.72
2009-06-07,38.39,-34.00,-5.70
2009-06-08,39.19,-34.94,-1.10
2009-06-09,39.82,-35.85,-6.41
2009-06-10,39.80,-36.34,-4.31
2009-06-11,36.47,-35.35,-8.92
2009-06-12,37.87,-34.75,-4.02
2009-06-13,38.82,-36.06,-6.49
2009-06-14,38.86,-34.83,-2.34
2009-06-15,39.18,-34.52,-5.25
2009-06-16,39.62,-34.40,-6.04
2009-06-17,40.38,-34.78,-5.94
2009-06-18,39.30,-34.78,1.04
2009-06-19,39.68,-35.87,-1.72
2009-06-20,40.71,-36.05,-6.79
2009-06-21,39.45,-35.11,-12.28
2009-06-22,39.41,-35.02,-2.61
2009-06-23,40.39,-33.84,-5.70
2009-06-24,43.05,-34.95,-3.06
2009-06-25,39.51,-35.24,-2.45
2009-06-26,40.76,-35.07,-8.96
2009-06-27,38.89,-36.01,-5.22
2009-06-28,40.06,-35.36,-7.59
2009-06-29,40.52,-35.76,-1.51
2009-06-30,41.97,-35.25,-6.25
2009-07-01,40.34,-36.91,0.51
2009-07-02,41.01,-33.22,-1.07
2009-07-03,39.82,-35.85,-3.19
2009-07-04,38.58,-36.34,0.14
2009-07-05,40.42,-36.05,-2.57
2009-07-06,40.67,-35.25,-0.09
2009-07-07,42.01,-35.88,5.57
2009-07-08,40.84,-35.95,-2.97
2009-07-09,41.92,-36.87,3.39
2009-07-10,42.20,-35.48,-5.97
2009-07-11,41.54,-35.75,0.47
2009-07-12,41.69,-35.71,-0.52
2009-07-13,40.33,-35.63,1.88
2009-07-14,40.56,-36.12,2.72
2009-07-15,41.91,-37.17,-2.08
2009-07-16,40.94,-36.97,-5.80
2009-07-17,40.28,-35.97,-0.96
2009-07-18,40.83,-35.91,-1.55
2009-07-19,41.27,-35.93,-3.56
2009-07-20,41.63,-36.65,-3.75
2009-07-21,42.27,-36.54,0.12
2009-07-22,40.14,-37.55,1.53
2009-07-23,41.15,-35.90,-1.28
2009-07-24,40.55,-35.93,3.00
2009-07-25,40.76,-37.52,-1.29
2009-07-26,40.50,-36.93,-1.42
2009-07-27,40.30,-36.81,-1.28
2009-07-28,40.84,-36.34,-5.50
2009-07-29,42.10,-36.90,-5.56
2009-07-30,42.10,-38.14,1.46
2009-07-31,40.76,-37.43,-7.52
2009-08-01,40.51,-35.51,0.11
2009-08-02,42.35,-37.72,-0.83
2009-08-03,40.62,-36.46,2.69
2009-08-04,40.22,-36.58,1.84
2009-08-05,39.82,-36.97,-7.98
2009-08-06,42.63,-36.80,-4.50
2009-08-07,43.34,-38.06,-11.82
2009-08-08,41.26,-37.39,-7.93
2009-08-09,40.73,-37.86,-4.14
2009-08-10,41.69,-36.51,-10.54
2009-08-11,41.01,-37.95,-2.42
2009-08-12,42.41,-37.72,-1.47
2009-08-13,43.07,-37.64,-3.49
2009-08-14,44.13,-38.03,-4.90
2009-08-15,43.11,-39.11,-4.12
2009-08-16,42.01,-37.38,-2.39
2009-08-17,42.92,-37.54,-2.22
2009-08-18,42.59,-36.86,-0.68
2009-08-19,42.02,-38.71,-0.50
2009-08-20,40.90,-36.64,5.15
2009-08-21,42.59,-38.35,-3.38
2009-08-22,42.75,-37.16,-3.65
2009-08-23,43.26,-37.36,-5.41
2009-08-24,42.70,-39.10,2.71
2009-08-25,41.85,-38.29,-2.62
2009-08-26,42.09,-38.38,-2.11
2009-08-27,40.72,-37.06,-0.06
2009-08-28,43.01,-37.87,-3.97
2009-08-29,40.83,-36.91,-2.23
2009-08-30,42.73,-37.27,-5.39
2009-08-31,43.24,-38.52,-3.29
2009-09-01,40.62,-37.97,-3.54
2009-09-02,42.87,-37.96,-6.55
2009-09-03,42.73,-37.36,-3.41
2009-09-04,42.55,-36.98,-3.39
2009-09-05,41.61,-38.10,-4.95
2009-09-06,42.97,-38.84,-0.39
2009-09-07,41.71,-38.60,-4.18
2009-09-08,42.08,-38.70,4.40
2009-09-09,40.99,-39.06,1.07
2009-09-10,42.88,-38.28,-4.43
2009-09-11,41.97,-38.84,-5.90
2009-09-12,42.22,-37.67,-2.21
2009-09-13,42.06,-38.49,3.94
2009-09-14,43.51,-37.97,-8.47
2009-09-15,41.62,-38.44,-2.70
2009-09-16,42.53,-37.76,-1.67
2009-09-17,42.76,-38.80,-8.46
2009-09-18,43.60,-38.19,-5.05
2009-09-19,43.65,-39.67,-3.93
2009-09-20,42.59,-39.31,2.46
2009-09-21,43.91,-38.40,-4.93
2009-09-22,43.30,-38.35,-6.46
2009-09-23,42.77,-38.63,-6.11
2009-09-24,42.55,-38.93,0.31
2009-09-25,44.02,-39.15,-4.42
2009-09-26,42.27,-38.70,0.45
2009-09-27,42.52,-38.91,1.19
2009-09-28,41.43,-38.63,7.41
2009-09-29,43.03,-39.44,2.60
2009-09-30,43.16,-38.97,-2.74
2009-10-01,43.36,-39.27,-0.59
2009-10-02,42.23,-39.46,-1.96
2009-10-03,43.50,-39.46,-2.14
2009-10-04,42.75,-40.13,-2.53
2009-10-05,41.51,-40.31,1.24
2009-10-06,43.12,-39.51,-1.89
2009-10-07,44.56,-39.19,-3.69
2009-10-08,42.18,-38.39,2.41
2009-10-09,42.47,-39.15,-5.53
2009-10-10,43.06,-38.48,-4.07
2009-10-11,43.61,-39.12,-1.32
2009-10-12,41.99,-40.34,-2.44
2009-10-13,42.07,-39.63,4.76
2009-10-14,42.33,-41.81,-4.04
2009-10-15,40.99,-38.85,-4.44
2009-10-16,44.06,-40.00,-6.82
2009-10-17,43.54,-39.74,-10.99
2009-10-18,44.77,-39.53,-2.24
2009-10-19,42.97,-40.98,2.65
2009-10-20,42.46,-40.76,-10.34
2009-10-21,44.76,-39.76,-4.89
2009-10-22,44.23,-39.73,-3.19
2009-10-23,43.84,-39.74,-5.40
2009-10-24,43.47,-40.29,0.30
2009-10-25,45.02,-39.66,-0.91
2009-10-26,43.98,-39.50,0.34
2009-10-27,43.42,-41.55,-0.95
2009-10-28,42.07,-41.34,-6.51
2009-10-29,44.54,-40.74,-6.28
2009-10-30,45.05,-39.46,-4.27
2009-10-31,44.95,-38.71,-2.62
2009-11-01,44.86,-40.28,-4.18
2009-11-02,44.55,-39.30,-6.48
2009-11-03,45.20,-40.12,-4.04
2009-11-04,45.74,-40.42,-2.26
2009-11-05,47.80,-41.54,-3.10
2009-11-06,44.13,-41.28,-5.68
2009-11-07,44.53,-40.86,-2.87
2009-11-08,44.97,-41.09,-2.92
2009-11-09,43.77,-40.39,-5.32
2009-11-10,44.73,-41.53,-8.78
2009-11-11,45.21,-40.80,-4.80
2009-11-12,44.80,-41.37,-9.67
2009-11-13,44.90,-41.01,-8.07
2009-11-14,44.89,-42.53,-2.18
2009-11-15,45.44,-41.35,-4.69
2009-11-16,45.05,-40.93,-4.75
2009-11-17,45.04,-40.23,-1.64
2009-11-18,44.98,-41.13,-4.28
2009-11-19,44.78,-41.40,-5.82
2009-11-20,46.06,-41.55,-5.53
2009-11-21,44.75,-41.87,-0.82
2009-11-22,45.01,-41.08,-5.53
2009-11-23,45.89,-41.10,-3.68
2009-11-24,47.37,-40.40,-9.18
2009-11-25,47.57,-41.07,-5.81
2009-11-26,47.51,-41.67,-2.66
2009-11-27,46.34,-41.61,-7.47
2009-11-28,44.26,-41.21,-3.85
2009-11-29,46.35,-41.91,-5.11
2009-11-30,46.11,-39.96,-9.19
2009-12-01,46.08,-41.90,-5.97
2009-12-02,45.58,-41.48,-7.22
2009-12-03,45.81,-41.23,-6.53
2009-12-04,45.39,-40.88,-6.39
2009-12-05,45.74,-40.77,-4.32
2009-12-06,45.19,-41.07,-0.82
2009-12-07,44.17,-42.56,-3.09
2009-12-08,45.90,-42.70,-5.33
2009-12-09,46.29,-40.66,-5.34
2009-12-10,47.10,-40.95,-5.35
2009-12-11,46.31,-41.95,-4.94
2009-12-12,45.97,-42.45,-5.52
2009-12-13,45.24,-40.62,-7.55
2009-12-14,46.05,-40.25,-10.62
2009-12-15,46.21,-40.89,-11.22
2009-12-16,46.11,-41.16,-11.43
2009-12-17,46.97,-41.97,-8.71
2009-12-18,46.60,-41.99,-12.60
2009-12-19,45.83,-43.08,-6.30
2009-12-20,46.44,-41.72,-11.33
2009-12-21,46.22,-41.95,-8.49
2009-12-22,44.55,-41.74,-13.80
2009-12-23,45.96,-42.33,-12.50
2009-12-24,46.47,-41.70,-10.42
2009-12-25,45.96,-40.84,-11.43
2009-12-26,45.83,-41.54,-5.94
2009-12-27,46.47,-41.35,-12.23
2009-12-28,47.79,-41.86,-8.07
2009-12-29,46.51,-41.72,-7.52
2009-12-30,47.62,-43.35,-11.26
2009-12-31,47.28,-42.29,-13.43
2010-01-01,47.30,-41.04,-12.07
2010-01-02,45.83,-42.41,-8.57
2010-01-03,47.10,-41.69,-10.77
2010-01-04,47.01,-41.88,-4.77
2010-01-05,46.21,-41.30,-10.04
2010-01-06,46.98,-41.84,-11.88
2010-01-07,47.29,-41.96,-11.06
2010-01-08,47.39,-41.94,-9.02
2010-01-09,47.36,-41.60,-10.43
2010-01-10,47.74,-41.26,-11.79
2010-01-11,46.82,-42.32,-6.33
2010-01-12,46.45,-42.60,-3.64
2010-01-13,46.70,-43.31,-22.58
2010-01-14,46.47,-42.41,-14.42
2010-01-15,46.29,-41.84,-6.38
2010-01-16,47.71,-42.94,-9.72
2010-01-17,46.25,-42.72,-1.18
2010-01-18,46.23,-43.93,-12.69
2010-01-19,47.96,-43.69,-1.23
2010-01-20,46.23,-43.84,-6.28
2010-01-21,46.77,-42.01,5.88
2010-01-22,46.53,-42.81,-1.30
2010-01-23,46.03,-43.15,-4.84
2010-01-24,47.92,-42.81,-12.33
2010-01-25,46.80,-41.76,-6.82
2010-01-26,48.56,-43.37,-9.55
2010-01-27,48.33,-43.17,-13.01
2010-01-28,48.94,-43.13,-18.63
2010-01-29,48.33,-42.53,-18.56
2010-01-30,48.11,-43.04,-13.91
2010-01-31,48.17,-42.90,-10.12
2010-02-01,47.96,-42.41,-6.58
2010-02-02,48.19,-43.91,-1.20
2010-02-03,48.17,-43.13,-6.90
2010-02-04,48.38,-44.37,-6.89
2010-02-05,47.45,-44.75,-5.91
2010-02-06,47.19,-45.83,-5.71
2010-02-07,43.02,-42.04,-14.52
2010-02-08,47.67,-44.37,-7.99
2010-02-09,47.56,-44.30,-2.11
2010-02-10,48.48,-43.96,-11.89
2010-02-11,48.40,-42.61,-9.80
2010-02-12,48.41,-43.45,-8.56
2010-02-13,49.31,-42.85,-10.06
2010-02-14,49.88,-43.10,-13.90
2010-02-15,48.72,-44.02,-8.91
2010-02-16,48.01,-43.66,-8.55
2010-02-17,47.60,-43.19,-4.97
2010-02-18,49.08,-43.71,-11.21
2010-02-19,48.35,-44.51,-16.10
2010-02-20,47.83,-44.33,-6.43
2010-02-21,49.68,-45.29,-11.96
2010-02-22,44.62,-42.63,-9.23
2010-02-23,49.47,-44.54,-20.41
2010-02-24,49.92,-43.42,-15.81
2010-02-25,51.32,-44.66,-14.73
2010-02-26,50.53,-44.75,-16.08
2010-02-27,50.30,-43.60,-7.15
2010-02-28,49.17,-43.80,-5.37
2010-03-01,49.73,-45.46,-8.82
2010-03-02,50.03,-43.94,-15.08
2010-03-03,49.55,-45.54,-10.11
2010-03-04,47.67,-45.45,-8.47
2010-03-05,49.49,-43.67,-10.81
2010-03-06,51.63,-44.67,-6.41
2010-03-07,48.79,-44.57,-10.98
2010-03-08,49.17,-45.26,-7.37
2010-03-09,48.49,-44.23,-15.33
