Date, North (mm), East (mm), Vertical (mm)
2021-11-16,208.27,-196.38,1.81
2021-11-17,207.61,-197.23,2.81
2021-11-18,208.36,-196.41,-1.54
2021-11-19,208.27,-196.61,-0.56
2021-11-20,206.53,-195.03,-3.50
2021-11-21,207.76,-198.20,2.50
2021-11-22,206.93,-196.24,1.92
2021-11-23,208.01,-196.85,1.46
2021-11-24,207.49,-196.53,-0.69
2021-11-25,210.56,-194.65,-3.06
2021-11-26,209.08,-196.10,-6.30
2021-11-27,209.37,-196.44,-4.05
2021-11-28,208.88,-197.02,-4.56
2021-11-29,209.16,-196.62,4.68
2021-11-30,210.08,-196.24,-3.86
2021-12-01,210.50,-198.12,0.09
2021-12-02,209.39,-197.31,-1.45
2021-12-03,208.96,-196.17,-1.38
2021-12-04,208.54,-196.96,-4.28
2021-12-05,209.01,-197.27,1.08
2021-12-06,209.17,-196.94,-3.33
2021-12-07,209.54,-198.16,6.59
2021-12-08,208.50,-198.43,3.59
2021-12-09,206.80,-197.09,-2.46
2021-12-10,208.74,-197.38,0.88
2021-12-11,209.57,-197.34,5.43
2021-12-12,209.76,-197.07,1.35
2021-12-13,208.98,-197.57,4.52
2021-12-14,206.42,-198.99,-1.90
2021-12-15,209.46,-197.89,1.17
2021-12-16,209.96,-197.17,1.21
2021-12-17,208.28,-196.82,0.98
2021-12-18,209.55,-197.40,3.01
2021-12-19,209.05,-197.28,-0.54
2021-12-20,210.07,-196.52,4.76
2021-12-21,209.23,-196.69,7.63
2021-12-22,208.85,-196.77,-0.57
2021-12-23,208.02,-197.21,0.65
2021-12-24,208.76,-198.87,3.24
2021-12-25,209.18,-197.66,5.65
2021-12-26,206.95,-198.84,11.72
2021-12-27,208.11,-198.76,4.51
2021-12-28,204.89,-197.86,4.06
2021-12-29,208.88,-197.87,4.83
2021-12-30,209.43,-198.62,6.01
2021-12-31,208.52,-198.10,-1.69
2022-01-01,209.16,-198.12,6.90
2022-01-02,210.72,-197.79,-3.38
2022-01-03,209.74,-198.14,-3.00
2022-01-04,209.11,-199.36,-1.42
2022-01-05,210.26,-199.48,-3.62
2022-01-06,209.20,-197.63,-2.31
2022-01-07,210.73,-198.20,4.84
2022-01-08,209.84,-198.56,2.33
2022-01-09,210.82,-197.24,0.34
2022-01-10,210.86,-196.96,-4.03
2022-01-11,210.76,-197.15,-2.93
2022-01-12,211.09,-196.99,0.46
2022-01-13,209.89,-196.71,-2.31
2022-01-14,210.93,-197.30,6.73
2022-01-15,209.47,-197.30,1.13
2022-01-16,208.47,-196.58,6.00
2022-01-17,210.36,-196.69,2.15
2022-01-18,209.70,-197.27,-4.42
2022-01-19,210.50,-195.96,-6.85
2022-01-20,210.89,-195.97,-6.57
2022-01-21,211.04,-197.70,-1.30
2022-01-22,210.23,-197.88,-0.57
2022-01-23,212.38,-195.50,-1.39
2022-01-24,210.65,-196.65,2.75
2022-01-25,210.70,-197.29,-0.96
2022-01-26,209.63,-198.24,1.27
2022-01-27,211.17,-196.13,-5.43
2022-01-28,210.51,-198.80,-2.79
2022-01-29,210.57,-199.10,-4.05
2022-01-30,211.26,-198.19,1.27
2022-01-31,210.74,-197.80,-1.75
2022-02-01,210.57,-197.93,4.19
2022-02-02,210.31,-197.54,-2.82
2022-02-03,210.68,-198.35,-5.87
2022-02-04,211.09,-199.04,-5.83
2022-02-05,212.41,-199.03,-12.59
2022-02-06,212.17,-198.43,-6.58
2022-02-07,211.94,-198.71,-7.81
2022-02-08,212.37,-198.78,-4.96
2022-02-09,213.13,-199.11,-2.42
2022-02-10,213.19,-199.63,-2.97
2022-02-11,211.23,-198.91,-3.07
2022-02-12,211.12,-198.41,4.15
2022-02-13,211.37,-197.34,-6.57
2022-02-14,211.57,-198.62,-3.98
2022-02-15,209.67,-199.32,-1.49
2022-02-16,210.74,-197.79,1.55
2022-02-17,210.52,-199.33,-1.64
2022-02-18,212.80,-198.57,1.42
2022-02-19,212.11,-199.69,-0.60
2022-02-20,212.22,-198.79,0.50
2022-02-21,211.34,-199.11,-3.54
2022-02-22,210.46,-199.50,-4.20
2022-02-23,210.54,-199.25,-5.82
2022-02-24,212.13,-199.03,-5.83
2022-02-25,211.47,-198.95,-3.17
2022-02-26,211.36,-200.34,-0.41
2022-02-27,211.98,-198.81,-4.47
2022-02-28,212.44,-198.34,-3.21
2022-03-01,211.87,-198.67,-4.17
2022-03-02,211.93,-198.87,-3.72
2022-03-03,211.14,-199.07,3.57
2022-03-04,208.85,-199.70,-2.40
2022-03-05,210.42,-200.14,-3.23
2022-03-06,211.51,-199.10,-4.40
2022-03-07,212.25,-198.25,-5.01
2022-03-08,212.66,-199.59,-4.04
2022-03-09,212.07,-200.16,1.67
2022-03-10,214.81,-201.41,-4.95
2022-03-11,212.17,-199.20,-2.04
2022-03-12,212.98,-199.26,-1.33
2022-03-13,212.53,-200.68,2.43
2022-03-14,213.48,-200.00,-4.98
2022-03-15,212.91,-200.04,-1.77
2022-03-16,213.86,-201.91,6.09
2022-03-17,213.42,-199.95,-2.58
2022-03-18,212.68,-201.06,3.67
2022-03-19,212.44,-201.04,5.05
2022-03-20,211.40,-201.50,-0.01
2022-03-21,213.25,-199.74,-4.95
2022-03-22,212.75,-199.10,2.04
2022-03-23,212.81,-199.19,-1.15
2022-03-24,212.11,-198.91,5.39
2022-03-25,212.68,-200.10,5.01
2022-03-26,212.29,-199.36,6.63
2022-03-27,212.51,-198.96,6.93
2022-03-28,211.26,-199.79,6.56
2022-03-29,211.35,-199.37,7.17
2022-03-30,214.67,-199.72,3.50
2022-03-31,212.96,-200.48,5.22
2022-04-01,212.65,-200.50,6.66
2022-04-02,214.39,-200.08,0.01
2022-04-03,213.98,-201.28,2.24
2022-04-04,213.25,-199.04,9.31
2022-04-05,212.76,-200.00,3.88
2022-04-06,213.85,-199.62,4.21
2022-04-07,213.29,-200.55,5.89
2022-04-08,213.34,-200.46,9.24
2022-04-09,213.86,-200.38,9.47
2022-04-10,212.78,-201.14,10.79
2022-04-11,213.46,-201.73,10.13
2022-04-12,214.55,-202.88,4.24
2022-04-13,214.92,-201.23,3.43
2022-04-14,213.94,-201.42,5.37
2022-04-15,213.85,-200.76,4.18
2022-04-16,213.71,-201.09,-2.30
2022-04-17,213.31,-200.93,0.20
2022-04-18,214.47,-200.77,0.14
2022-04-19,213.72,-200.76,0.37
2022-04-20,214.20,-201.11,6.62
2022-04-21,214.28,-201.68,5.19
2022-04-22,211.15,-201.50,-0.68
2022-04-23,213.23,-200.39,-2.08
2022-04-24,213.56,-201.03,2.24
2022-04-25,213.47,-200.62,4.54
2022-04-26,214.14,-201.04,0.87
2022-04-27,213.30,-200.48,2.33
2022-04-28,213.97,-201.45,2.54
2022-04-29,213.12,-200.05,6.62
2022-04-30,214.53,-201.34,0.69
2022-05-01,212.78,-201.89,0.49
2022-05-02,214.11,-200.68,4.75
2022-05-03,212.90,-201.02,3.54
2022-05-04,214.16,-201.42,3.30
2022-05-05,215.69,-200.72,2.44
2022-05-06,214.60,-202.14,7.03
2022-05-07,212.89,-202.24,1.19
2022-05-08,213.67,-201.46,7.41
2022-05-09,215.57,-202.26,4.60
2022-05-10,215.59,-201.67,7.99
2022-05-11,215.15,-202.26,1.40
2022-05-12,214.26,-200.76,3.78
2022-05-13,214.10,-200.45,6.60
2022-05-14,214.49,-201.58,4.74
2022-05-15,215.30,-201.49,8.35
2022-05-16,213.70,-200.81,3.47
2022-05-17,216.00,-202.17,4.68
2022-05-18,215.67,-201.67,4.19
2022-05-19,214.73,-201.28,10.87
2022-05-20,213.76,-201.75,9.14
2022-05-21,214.79,-201.11,3.15
2022-05-22,214.77,-201.18,3.08
2022-05-23,214.52,-200.81,4.33
2022-05-24,214.81,-201.17,7.73
2022-05-25,214.18,-202.01,12.72
2022-05-26,215.61,-202.53,9.98
2022-05-27,215.09,-200.93,9.81
2022-05-28,215.44,-203.08,8.02
2022-05-29,218.66,-206.51,8.63
2022-05-30,216.02,-204.27,5.22
2022-05-31,213.77,-201.45,3.33
2022-06-01,214.69,-202.47,5.39
2022-06-02,213.96,-202.05,8.19
2022-06-03,214.26,-202.76,10.61
2022-06-04,216.13,-201.97,5.65
2022-06-05,214.52,-202.83,11.92
2022-06-06,215.30,-201.44,6.81
2022-06-07,214.91,-202.97,5.61
2022-06-08,215.55,-202.04,8.16
2022-06-09,214.64,-201.72,3.86
2022-06-10,215.66,-201.39,5.66
2022-06-11,215.31,-202.72,9.31
2022-06-12,215.91,-202.57,0.52
2022-06-13,212.49,-201.27,1.49
2022-06-14,214.46,-202.63,0.59
2022-06-15,216.00,-202.32,7.15
2022-06-16,215.80,-201.91,6.78
2022-06-17,214.60,-201.62,4.32
2022-06-18,216.63,-202.14,4.83
2022-06-19,215.02,-202.14,3.09
2022-06-20,215.79,-202.32,1.96
2022-06-21,216.96,-202.05,3.32
2022-06-22,219.28,-205.00,1.77
2022-06-23,215.15,-202.09,-2.45
2022-06-24,216.09,-202.40,4.22
2022-06-25,215.63,-202.65,-2.11
2022-06-26,215.56,-202.46,-1.76
2022-06-27,216.58,-202.01,-2.92
2022-06-28,216.59,-202.05,-0.94
2022-06-29,216.41,-202.09,3.82
2022-06-30,215.54,-202.80,4.90
2022-07-01,217.31,-202.80,6.61
2022-07-02,216.81,-202.14,5.64
2022-07-03,215.90,-203.32,4.02
2022-07-04,216.22,-202.53,-0.62
2022-07-05,216.91,-203.27,-0.37
2022-07-06,215.50,-203.32,0.78
2022-07-07,215.18,-204.49,4.17
2022-07-08,216.64,-204.06,-1.06
2022-07-09,215.78,-203.19,-1.40
2022-07-10,216.55,-203.94,-5.86
2022-07-11,216.04,-203.83,1.62
2022-07-12,217.05,-204.49,3.79
2022-07-13,216.22,-204.48,5.93
2022-07-14,216.03,-203.13,3.66
2022-07-15,216.77,-203.71,3.52
2022-07-16,216.62,-203.45,4.44
2022-07-17,217.19,-202.97,1.33
2022-07-18,216.01,-203.48,2.01
2022-07-19,216.53,-203.71,1.04
2022-07-20,217.32,-204.06,1.22
2022-07-21,216.71,-204.49,0.31
2022-07-22,217.96,-203.73,5.71
2022-07-23,216.24,-204.54,0.20
2022-07-24,216.77,-204.36,2.40
2022-07-25,216.79,-203.48,3.79
2022-07-26,216.24,-205.02,1.00
2022-07-27,217.19,-203.67,-3.65
2022-07-28,217.14,-203.61,-1.90
2022-07-29,216.92,-203.43,-2.96
2022-07-30,216.77,-203.81,-0.69
2022-07-31,216.86,-204.27,4.15
2022-08-01,217.77,-204.26,-3.59
2022-08-02,217.43,-203.92,-4.35
2022-08-03,217.55,-204.42,-2.23
2022-08-04,217.39,-203.96,2.51
2022-08-05,218.34,-202.31,-10.61
2022-08-06,218.08,-204.51,-3.82
2022-08-07,217.33,-203.60,-3.37
2022-08-08,216.50,-203.73,2.10
2022-08-09,218.51,-203.76,4.33
2022-08-10,217.34,-204.06,-2.06
2022-08-11,217.37,-204.50,-4.34
2022-08-12,217.34,-204.46,-3.34
2022-08-13,217.41,-204.63,-3.36
2022-08-14,217.26,-205.16,0.15
2022-08-15,217.73,-204.52,-3.54
2022-08-16,217.37,-204.76,4.64
2022-08-17,217.74,-204.41,1.92
2022-08-18,217.53,-204.35,1.43
2022-08-19,216.77,-204.73,5.73
2022-08-20,218.01,-204.83,6.65
2022-08-21,217.73,-205.52,4.75
2022-08-22,217.97,-204.48,3.08
2022-08-23,217.41,-204.32,-1.67
2022-08-24,216.37,-205.51,2.55
2022-08-25,217.12,-204.30,9.12
2022-08-26,219.52,-205.19,4.03
2022-08-27,218.10,-205.53,9.26
2022-08-28,218.02,-205.93,11.34
2022-08-29,216.46,-206.87,13.73
2022-08-30,216.87,-205.35,5.36
2022-08-31,218.27,-205.69,8.75
2022-09-01,217.91,-205.84,8.73
2022-09-02,218.77,-205.80,8.80
2022-09-03,219.73,-205.39,5.87
2022-09-04,219.19,-205.36,9.14
2022-09-05,219.05,-205.72,8.51
2022-09-06,218.09,-205.15,17.27
2022-09-07,218.88,-206.27,9.32
2022-09-08,218.42,-206.16,18.04
2022-09-09,219.50,-204.35,12.07
2022-09-10,218.34,-205.07,8.38
2022-09-11,218.26,-204.49,7.45
2022-09-12,218.83,-206.54,19.77
2022-09-13,218.60,-205.25,10.55
2022-09-14,219.61,-206.09,14.71
2022-09-15,220.40,-206.22,8.46
2022-09-16,219.77,-206.46,4.81
2022-09-17,220.90,-206.10,3.11
2022-09-18,219.26,-205.92,10.99
2022-09-19,218.70,-206.73,13.09
2022-09-20,218.49,-206.66,4.03
2022-09-21,221.53,-205.52,1.69
2022-09-22,220.02,-206.07,7.40
2022-09-23,220.34,-206.08,9.27
2022-09-24,219.73,-206.23,7.30
2022-09-25,219.66,-206.52,8.99
2022-09-26,219.44,-206.61,9.87
2022-09-27,219.57,-206.75,8.83
2022-09-28,220.16,-206.90,12.35
2022-09-29,220.38,-207.04,10.27
2022-09-30,219.90,-206.64,9.37
2022-10-01,220.14,-207.21,8.62
2022-10-02,219.30,-207.08,12.47
2022-10-03,220.61,-206.79,2.75
2022-10-04,219.89,-207.43,5.36
2022-10-05,220.23,-206.39,4.05
2022-10-06,220.91,-206.65,4.15
2022-10-07,219.78,-207.21,2.70
2022-10-08,218.58,-207.52,3.87
2022-10-09,219.45,-207.18,1.46
2022-10-10,220.18,-207.60,4.26
2022-10-11,218.77,-206.45,14.06
2022-10-12,220.95,-206.20,10.36
2022-10-13,219.75,-206.63,6.47
2022-10-14,220.37,-205.59,7.31
2022-10-15,219.98,-207.79,15.41
2022-10-16,220.32,-207.46,4.33
2022-10-17,220.83,-206.41,3.10
2022-10-18,219.29,-206.93,6.74
2022-10-19,220.88,-206.33,8.28
2022-10-20,220.33,-206.70,16.67
2022-10-21,221.70,-207.57,13.55
2022-10-22,219.94,-208.47,15.44
2022-10-23,219.96,-208.03,11.52
2022-10-24,220.77,-208.25,9.08
2022-10-25,220.14,-207.47,9.60
2022-10-26,220.54,-207.93,9.48
2022-10-27,220.86,-207.94,10.39
2022-10-28,222.08,-206.95,13.68
2022-10-29,221.12,-207.71,9.92
2022-10-30,220.39,-207.83,11.80
2022-10-31,221.14,-206.91,11.53
2022-11-01,221.29,-207.71,12.32
2022-11-02,220.25,-207.38,5.01
2022-11-03,218.73,-207.74,7.39
2022-11-04,220.67,-206.72,8.09
2022-11-05,220.25,-206.17,6.70
2022-11-06,221.53,-208.77,-0.62
2022-11-07,220.48,-209.27,2.34
2022-11-08,220.99,-208.34,0.77
2022-11-09,220.33,-208.46,1.69
2022-11-10,220.54,-207.94,0.98
2022-11-11,222.92,-207.43,7.04
2022-11-12,221.23,-207.66,1.01
2022-11-13,222.02,-207.46,-5.51
2022-11-14,221.38,-207.44,-1.77
2022-11-15,222.14,-207.80,-1.99
2022-11-16,225.93,-205.30,-8.85
2022-11-17,221.61,-207.28,-2.12
2022-11-18,221.61,-207.10,0.75
2022-11-19,222.83,-207.87,4.27
2022-11-20,222.76,-208.24,-0.30
2022-11-21,222.62,-207.67,-0.22
2022-11-22,222.63,-207.72,1.52
2022-11-23,221.85,-208.02,0.79
2022-11-24,222.60,-208.08,-2.16
2022-11-25,223.53,-206.97,2.61
2022-11-26,222.68,-207.70,5.13
2022-11-27,222.04,-208.06,8.16
2022-11-28,222.33,-208.77,9.68
2022-11-29,222.79,-209.81,7.93
2022-11-30,222.03,-208.04,13.87
2022-12-01,221.97,-208.86,7.19
2022-12-02,222.55,-209.87,3.48
2022-12-03,222.75,-208.41,2.85
2022-12-04,223.33,-209.76,11.40
2022-12-05,221.93,-210.05,2.66
2022-12-06,222.31,-209.36,2.45
2022-12-07,220.53,-210.33,6.73
2022-12-08,223.33,-209.11,4.91
2022-12-09,222.45,-209.38,3.73
2022-12-10,222.56,-209.73,4.69
2022-12-11,221.25,-208.21,0.03
2022-12-12,222.34,-209.56,7.16
2022-12-13,222.77,-209.68,4.67
2022-12-14,223.11,-209.20,2.41
2022-12-15,222.98,-208.80,5.09
2022-12-16,222.74,-209.05,7.68
2022-12-17,223.12,-209.27,6.70
2022-12-18,222.84,-209.34,4.77
2022-12-19,222.81,-209.34,1.47
2022-12-20,223.00,-208.33,-0.57
2022-12-21,222.98,-208.74,1.84
2022-12-22,222.18,-209.34,3.52
2022-12-23,223.67,-210.17,-1.32
2022-12-24,222.67,-209.16,-1.31
2022-12-25,223.75,-209.61,3.14
2022-12-26,224.28,-210.04,-0.35
2022-12-27,223.26,-211.04,17.23
2022-12-28,222.97,-211.51,4.18
2022-12-29,223.65,-210.83,3.81
2022-12-30,226.13,-215.19,-1.67
2022-12-31,224.59,-210.92,3.04
2023-01-01,219.94,-211.87,0.09
2023-01-02,223.90,-211.68,4.01
2023-01-03,221.19,-210.05,9.64
2023-01-04,224.09,-209.47,3.03
2023-01-05,223.00,-209.10,-9.43
2023-01-06,224.00,-210.19,1.82
2023-01-07,224.37,-210.26,-2.22
2023-01-08,223.15,-211.11,1.03
2023-01-09,223.79,-209.59,4.19
2023-01-10,222.98,-209.17,0.65
2023-01-11,223.99,-210.09,-2.12
2023-01-12,224.77,-209.52,-0.97
2023-01-13,225.38,-209.05,-3.29
2023-01-14,224.66,-210.46,-3.02
2023-01-15,222.60,-210.64,0.99
2023-01-16,221.35,-210.46,0.92
2023-01-17,220.83,-210.19,4.34
2023-01-18,224.19,-209.35,-1.31
2023-01-19,224.90,-210.42,-10.00
2023-01-20,223.11,-209.56,-7.41
2023-01-21,225.27,-210.14,-6.81
2023-01-22,225.53,-210.71,-6.67
2023-01-23,224.73,-210.30,0.01
2023-01-24,226.42,-209.70,-8.47
2023-01-25,226.04,-210.11,-7.74
2023-01-26,228.32,-209.10,-10.61
2023-01-27,225.75,-210.19,-4.02
2023-01-28,225.36,-210.43,-6.84
2023-01-29,225.37,-211.35,-9.02
2023-01-30,224.86,-210.13,-3.40
2023-01-31,227.49,-209.54,-8.56
2023-02-01,227.27,-209.41,-7.18
2023-02-02,225.72,-210.43,-8.72
2023-02-03,226.34,-210.48,-5.36
2023-02-04,225.98,-209.95,-7.77
2023-02-05,226.34,-211.22,-7.37
2023-02-06,225.46,-210.32,-5.11
2023-02-07,227.18,-210.13,-4.92
2023-02-08,226.56,-210.68,-7.34
2023-02-09,226.91,-210.94,-5.13
2023-02-10,226.88,-210.77,-7.92
2023-02-11,226.27,-210.41,-5.39
2023-02-12,226.29,-210.58,-2.68
2023-02-13,226.42,-211.34,0.79
2023-02-14,225.47,-211.52,-3.36
2023-02-15,225.41,-211.86,-1.56
2023-02-16,226.69,-211.01,-9.75
2023-02-17,226.94,-211.31,-5.97
2023-02-18,227.03,-211.55,-6.58
2023-02-19,227.06,-211.08,-2.87
2023-02-20,226.56,-210.42,-9.75
2023-02-21,225.35,-210.65,-2.06
2023-02-22,225.60,-213.03,-5.19
2023-02-23,225.89,-212.46,-4.97
2023-02-24,227.07,-212.35,3.23
2023-02-25,228.84,-210.49,-5.72
2023-02-26,225.86,-212.49,-4.35
2023-02-27,227.16,-212.09,0.76
2023-02-28,227.98,-212.09,-1.67
2023-03-01,225.32,-212.40,2.17
2023-03-02,227.55,-212.09,-4.78
2023-03-03,227.20,-211.85,-0.69
2023-03-04,226.29,-211.44,-3.59
2023-03-05,225.84,-212.21,-6.61
2023-03-06,224.95,-211.80,-9.03
2023-03-07,226.49,-212.22,-15.46
2023-03-08,226.52,-212.03,-12.55
2023-03-09,227.56,-212.11,-7.76
2023-03-10,226.43,-211.39,-9.29
2023-03-11,225.65,-211.97,2.13
2023-03-12,225.00,-212.16,-3.68
2023-03-13,226.04,-212.65,-4.02
2023-03-14,227.40,-212.70,-5.35
2023-03-15,227.40,-212.44,-4.48
2023-03-16,226.86,-213.07,-6.17
2023-03-17,227.31,-212.24,-4.06
2023-03-18,227.51,-213.09,-1.92
2023-03-19,227.86,-211.53,-1.49
2023-03-20,227.43,-213.63,-8.12
2023-03-21,228.39,-212.13,-5.27
2023-03-22,226.13,-212.48,-2.82
2023-03-23,227.08,-212.41,-10.53
2023-03-24,228.47,-214.33,-8.33
2023-03-25,227.50,-212.69,-2.72
2023-03-26,228.79,-214.39,-4.29
2023-03-27,228.21,-212.25,-9.27
2023-03-28,228.59,-211.99,-9.04
2023-03-29,226.68,-212.49,-6.71
2023-03-30,226.93,-212.59,-2.05
2023-03-31,227.88,-212.82,-4.86
2023-04-01,228.92,-212.93,-7.83
2023-04-02,229.11,-213.59,-7.37
2023-04-03,227.13,-213.39,-4.46
2023-04-04,228.99,-214.31,-10.68
2023-04-05,228.47,-213.71,-4.64
2023-04-06,228.47,-213.24,-7.73
2023-04-07,229.30,-213.85,-7.36
2023-04-08,230.92,-214.12,-7.94
2023-04-09,229.36,-212.88,-12.27
2023-04-10,229.26,-213.42,-7.53
2023-04-11,229.22,-213.68,-5.76
2023-04-12,228.62,-212.69,-4.76
2023-04-13,229.63,-213.75,-2.02
2023-04-14,228.54,-214.01,1.22
2023-04-15,228.90,-213.48,-5.55
2023-04-16,228.86,-213.47,-1.47
2023-04-17,229.38,-213.07,-4.16
2023-04-18,228.69,-214.32,-5.87
2023-04-19,227.90,-213.63,-2.38
2023-04-20,226.86,-212.30,-6.87
2023-04-21,229.28,-213.27,-9.23
2023-04-22,229.60,-213.96,-8.74
2023-04-23,230.34,-214.64,0.88
2023-04-24,228.95,-213.72,-7.91
2023-04-25,228.61,-213.94,1.03
2023-04-26,228.68,-213.35,-2.29
2023-04-27,228.60,-212.79,-1.37
2023-04-28,229.62,-213.32,0.88
2023-04-29,228.90,-214.47,-1.48
2023-04-30,228.49,-213.98,3.88
2023-05-01,230.07,-214.23,1.17
2023-05-02,229.87,-214.79,-1.46
2023-05-03,228.82,-214.44,0.79
2023-05-04,228.92,-214.99,-1.10
2023-05-05,229.49,-214.33,-6.47
2023-05-06,229.37,-215.42,-4.88
2023-05-07,229.55,-214.28,-2.80
2023-05-08,230.15,-214.92,-4.38
2023-05-09,229.21,-214.71,-2.71
2023-05-10,228.46,-214.78,-6.60
2023-05-11,229.64,-214.98,-3.71
2023-05-12,228.96,-214.50,-6.67
2023-05-13,229.33,-213.30,1.50
2023-05-14,228.79,-213.75,-2.78
2023-05-15,228.95,-214.23,-11.02
2023-05-16,228.85,-215.29,-10.19
2023-05-17,229.62,-214.86,-1.17
2023-05-18,228.97,-214.93,-14.35
2023-05-19,228.12,-213.78,-7.99
2023-05-20,229.62,-214.45,-2.48
2023-05-21,229.95,-214.34,-5.35
2023-05-22,230.02,-214.80,-6.14
2023-05-23,230.93,-215.12,-1.14
2023-05-24,230.98,-215.23,-7.53
2023-05-25,228.02,-214.68,-4.40
2023-05-26,230.06,-215.10,-9.11
2023-05-27,229.72,-215.98,-13.31
2023-05-28,229.91,-216.10,-6.08
2023-05-29,230.11,-214.73,-6.31
2023-05-30,228.51,-215.80,-5.80
2023-05-31,228.80,-214.37,-1.23
2023-06-01,229.31,-215.71,-10.69
2023-06-02,229.40,-215.29,-8.47
2023-06-03,229.36,-214.99,-9.07
2023-06-04,227.98,-214.32,-14.68
2023-06-05,229.74,-215.07,-6.30
2023-06-06,230.05,-214.46,-6.57
2023-06-07,227.81,-216.62,-14.19
2023-06-08,229.36,-215.79,-7.50
2023-06-09,230.31,-215.56,-6.05
2023-06-10,229.86,-215.44,-14.55
2023-06-11,229.97,-215.64,-9.15
2023-06-12,229.62,-215.26,-2.74
2023-06-13,230.51,-215.87,-4.95
2023-06-14,229.02,-215.39,-6.15
2023-06-15,230.36,-216.12,-5.30
2023-06-16,228.92,-215.75,-0.25
2023-06-17,229.67,-215.97,-5.29
2023-06-18,231.73,-216.98,-5.82
2023-06-19,230.34,-216.61,-1.43
2023-06-20,230.88,-216.59,-8.97
2023-06-21,229.82,-216.07,-12.45
2023-06-22,232.21,-215.20,-13.31
2023-06-23,229.58,-216.63,-4.52
2023-06-24,229.14,-216.56,-13.11
2023-06-25,231.31,-217.08,-11.23
2023-06-26,230.33,-215.76,-14.42
2023-06-27,230.54,-216.81,-6.96
2023-06-28,231.79,-215.92,-13.13
2023-06-29,230.03,-217.28,-7.41
2023-06-30,231.31,-216.29,-4.91
2023-07-01,230.70,-215.15,-7.02
2023-07-02,230.83,-217.20,-11.28
2023-07-03,231.71,-216.62,-2.15
2023-07-04,229.74,-216.85,-14.37
2023-07-05,230.78,-217.34,-10.77
2023-07-06,230.75,-216.47,-9.82
2023-07-07,229.76,-217.45,-8.20
2023-07-08,230.64,-215.68,-5.58
2023-07-09,231.44,-216.78,0.69
2023-07-10,230.46,-216.56,-7.72
2023-07-11,229.85,-217.15,-10.12
2023-07-12,231.42,-216.65,-9.51
2023-07-13,231.69,-218.06,-6.53
2023-07-14,231.07,-217.63,-3.32
2023-07-15,230.41,-217.13,-4.74
2023-07-16,230.90,-218.04,-3.84
2023-07-17,231.20,-216.51,-2.95
2023-07-18,231.74,-216.44,-4.26
2023-07-19,231.48,-216.97,-4.30
2023-07-20,232.52,-216.78,-5.61
2023-07-21,231.30,-217.01,-5.03
2023-07-22,230.94,-217.63,-3.90
2023-07-23,230.60,-217.78,-4.72
2023-07-24,231.82,-217.60,-2.71
2023-07-25,231.90,-216.81,-0.59
2023-07-26,232.83,-216.53,-2.71
2023-07-27,233.07,-215.13,-3.89
2023-07-28,231.16,-216.79,-9.74
2023-07-29,231.63,-216.63,-5.11
2023-07-30,231.88,-217.04,-7.09
2023-07-31,233.55,-216.77,-0.73
2023-08-01,231.37,-216.48,0.35
2023-08-02,231.72,-215.34,-2.57
2023-08-03,232.55,-216.27,-10.48
2023-08-04,230.30,-216.33,-5.06
2023-08-05,232.09,-217.03,-6.97
2023-08-06,231.55,-216.45,-6.39
2023-08-07,232.18,-218.02,-2.56
2023-08-08,231.58,-218.35,2.67
2023-08-09,230.22,-218.42,-3.15
2023-08-10,233.59,-216.74,5.50
2023-08-11,232.21,-217.51,-1.55
2023-08-12,231.31,-217.13,-0.46
2023-08-13,231.20,-218.13,4.61
2023-08-14,233.13,-216.80,-1.53
2023-08-15,231.49,-220.16,8.24
2023-08-16,229.00,-218.78,-5.84
2023-08-17,234.23,-218.38,4.18
2023-08-18,232.85,-218.12,1.81
2023-08-19,231.81,-216.31,6.10
2023-08-20,231.84,-220.53,-0.37
2023-08-21,231.53,-219.19,-9.99
2023-08-22,230.79,-216.75,2.80
2023-08-23,233.83,-218.52,0.10
2023-08-24,232.39,-217.51,6.65
2023-08-25,232.50,-219.61,-3.45
2023-08-26,232.37,-218.29,-1.63
2023-08-27,231.81,-218.99,-2.96
2023-08-28,232.04,-218.33,3.89
2023-08-29,232.35,-218.25,0.10
2023-08-30,231.60,-218.43,1.60
2023-08-31,231.82,-218.27,7.31
2023-09-01,231.84,-218.42,9.38
2023-09-02,237.93,-218.89,14.92
2023-09-03,232.87,-219.27,16.59
2023-09-04,233.37,-219.55,3.58
2023-09-05,231.77,-218.84,3.64
2023-09-06,232.33,-219.27,8.74
2023-09-07,232.63,-219.45,-3.11
2023-09-08,234.04,-219.35,-1.10
2023-09-09,232.86,-218.66,-0.34
2023-09-10,232.85,-218.27,-5.15
2023-09-11,233.47,-218.81,-3.34
2023-09-12,232.64,-218.45,2.30
2023-09-13,234.15,-219.20,1.62
2023-09-14,231.97,-219.07,2.37
2023-09-15,233.01,-219.14,-5.17
2023-09-16,233.35,-218.86,0.56
2023-09-17,233.00,-218.56,-1.74
2023-09-18,232.29,-218.92,0.69
2023-09-19,232.05,-219.76,-0.15
2023-09-20,233.85,-219.34,-0.86
2023-09-21,235.02,-220.14,-4.96
2023-09-22,232.31,-220.88,-5.15
2023-09-23,234.06,-219.51,-1.42
2023-09-24,232.94,-219.12,-0.76
2023-09-25,233.37,-219.91,1.52
2023-09-26,233.33,-219.03,-3.59
2023-09-27,233.72,-220.24,-5.64
2023-09-28,233.68,-219.29,0.34
