Date,North (mm),East (mm)
2008-08-18,8.86,-8.40
2008-08-19,4.92,-5.90
2008-08-20,6.18,-5.84
2008-08-21,8.11,-6.02
2008-08-22,6.52,-5.85
2008-08-23,7.24,-7.42
2008-08-24,6.58,-7.93
2008-08-25,6.31,-7.23
2008-08-26,7.68,-7.47
2008-08-27,5.84,-4.96
2008-08-28,8.73,-7.60
2008-08-29,6.12,-7.37
2008-08-30,8.14,-7.74
2008-08-31,5.29,-7.17
2008-09-01,7.11,-7.19
2008-09-02,7.25,-5.96
2008-09-03,7.16,-6.60
2008-09-04,6.35,-7.08
2008-09-05,6.94,-6.92
2008-09-06,6.42,-6.73
2008-09-07,5.98,-6.04
2008-09-08,8.08,-7.10
2008-09-09,7.52,-6.57
2008-09-10,6.44,-7.43
2008-09-11,6.25,-6.04
2008-09-12,6.83,-7.63
2008-09-13,7.75,-7.70
2008-09-14,6.89,-5.82
2008-09-15,6.24,-6.02
2008-09-16,6.90,-6.22
2008-09-17,7.21,-6.50
2008-09-18,6.68,-6.93
2008-09-19,7.62,-6.62
2008-09-20,6.78,-7.72
2008-09-21,6.08,-7.15
2008-09-22,6.88,-7.38
2008-09-23,6.55,-6.22
2008-09-24,7.44,-6.66
2008-09-25,5.51,-5.73
2008-09-26,8.18,-7.62
2008-09-27,7.66,-6.67
2008-09-28,6.77,-5.73
2008-09-29,7.06,-6.42
2008-09-30,6.95,-7.56
2008-10-01,6.47,-6.52
2008-10-02,7.19,-7.39
2008-10-03,6.60,-7.68
2008-10-04,5.59,-7.97
2008-10-05,7.79,-5.85
2008-10-06,6.36,-7.14
2008-10-07,6.42,-5.92
2008-10-08,7.56,-6.50
2008-10-09,5.91,-6.64
2008-10-10,6.78,-6.20
2008-10-11,5.68,-5.37
2008-10-12,5.73,-6.60
2008-10-13,6.70,-6.21
2008-10-14,6.04,-5.91
2008-10-15,4.26,-6.35
2008-10-16,7.45,-6.44
2008-10-17,5.05,-6.64
2008-10-18,6.35,-7.09
2008-10-19,6.88,-7.95
2008-10-20,4.87,-6.25
2008-10-21,6.84,-5.68
2008-10-22,5.87,-5.89
2008-10-23,6.60,-5.48
2008-10-24,6.29,-7.24
2008-10-25,7.61,-7.44
2008-10-26,6.99,-7.08
2008-10-27,5.91,-6.00
2008-10-28,6.30,-6.74
2008-10-29,6.37,-5.83
2008-10-30,6.24,-6.93
2008-10-31,6.51,-8.28
2008-11-01,5.24,-7.34
2008-11-02,6.06,-9.63
2008-11-03,7.61,-7.26
2008-11-04,5.22,-7.36
2008-11-05,7.15,-7.89
2008-11-06,6.44,-7.30
2008-11-07,5.23,-6.10
2008-11-08,6.41,-7.20
2008-11-09,6.66,-8.47
2008-11-10,7.02,-7.17
2008-11-11,6.21,-7.61
2008-11-12,5.83,-6.95
2008-11-13,5.68,-8.67
2008-11-14,7.93,-8.94
2008-11-15,6.51,-6.80
2008-11-16,6.54,-7.31
2008-11-17,7.09,-7.55
2008-11-18,6.34,-6.45
2008-11-19,6.73,-7.31
2008-11-20,7.30,-7.80
2008-11-21,5.96,-6.18
2008-11-22,6.21,-6.28
2008-11-23,7.24,-7.37
2008-11-24,7.35,-7.55
2008-11-25,7.16,-7.81
2008-11-26,6.74,-7.03
2008-11-27,7.52,-7.34
2008-11-28,7.67,-7.58
2008-11-29,6.33,-7.94
2008-11-30,8.02,-7.82
2008-12-01,6.25,-6.65
2008-12-02,7.33,-5.42
2008-12-03,7.52,-7.18
2008-12-04,6.58,-8.16
2008-12-05,7.64,-7.70
2008-12-06,6.93,-6.68
2008-12-07,5.91,-7.45
2008-12-08,7.94,-7.53
2008-12-09,7.64,-7.59
2008-12-10,8.25,-8.66
2008-12-11,8.07,-7.25
2008-12-12,6.72,-7.73
2008-12-13,8.45,-6.28
2008-12-14,8.20,-7.79
2008-12-15,5.82,-7.43
2008-12-16,7.42,-7.29
2008-12-17,7.03,-7.27
2008-12-18,8.17,-7.11
2008-12-19,6.98,-7.19
2008-12-20,7.41,-6.66
2008-12-21,6.16,-7.21
2008-12-22,6.53,-7.72
2008-12-23,6.75,-8.22
2008-12-24,7.17,-7.53
2008-12-25,6.48,-8.90
2008-12-26,6.26,-7.28
2008-12-27,7.19,-7.14
2008-12-28,6.62,-7.97
2008-12-29,6.08,-7.95
2008-12-30,8.66,-9.05
2008-12-31,6.54,-8.42
2009-01-01,6.59,-8.45
2009-01-02,5.42,-4.13
2009-01-03,5.61,-7.92
2009-01-04,7.51,-8.85
2009-01-05,7.06,-7.54
2009-01-06,6.56,-8.97
2009-01-07,6.92,-10.21
2009-01-08,5.63,-10.01
2009-01-09,6.43,-8.16
2009-01-10,8.22,-7.77
2009-01-11,7.12,-8.36
2009-01-12,6.38,-7.57
2009-01-13,7.33,-7.52
2009-01-14,6.36,-7.59
2009-01-15,6.79,-7.91
